Stars,Reviews
5.0 out of 5 stars,"i seriously wish i new about this a long time ago. it never dawned on me to get this until i saw one at a local bike shop. but decided to buy from amazon because of the price and they had this particular style available. i can put a lot of stuff in it and fits perfect on my bike (trek 7.1), it doesn't interfere with my water bottle at all."
3.0 out of 5 stars,it holds stuff.
5.0 out of 5 stars,good bag to store took kit or gloves in
5.0 out of 5 stars,"what i liked about this storage bag is it installed in minutes, looked great and now i have a place to put my car keys. change. wallet. tools ect."
5.0 out of 5 stars,"perfect! i'm able to fit my bike pump, dog leash and my phone in it with a little room to spare. the slim out-of-the-way design is great. a good buy ☺"
5.0 out of 5 stars,honestly i love the product. works well and looks stylish. the red color which i received is orangish but that may just be me. i highly recommend this product.
5.0 out of 5 stars,this is a must buy if you need more space to carry items on your bike. innovative great value and secure stylish carry bag.
5.0 out of 5 stars,great seller. quick delivery. heavy construction. well made. easy install on a trek 7000. use to carry music cd's from library-to home-back to library. i like it. it's a keeper.
5.0 out of 5 stars,i like how it fits right under the crossbar and doesn't hinder my freedom of movement in any way. it's light weight adds to its appeal. everything i need to carry my supplies.
5.0 out of 5 stars,i had a oval pack before and it kept getting in the way. this pack is far better and does not hit my legs when riding.
5.0 out of 5 stars,bought for grandson for christmas
5.0 out of 5 stars,serves it's purpose. don't ride in rain. can't speak to waterproofness. single zipper which seems to be well made.
5.0 out of 5 stars,super easy to put in the bike took a ride where we encountered some rain kept the wallet and phones dry works great! my bike is a trek
5.0 out of 5 stars,i use it to store my bible and chick tracks!
5.0 out of 5 stars,"i love the bag it holds all the things i bring on my rides, lock, wallet and phone along with what ever else i bring."
3.0 out of 5 stars,needed a place to put my padlock and cable
5.0 out of 5 stars,i installed the bag on my bike out the box without any issues. it fit perfectly of what i need.
5.0 out of 5 stars,i like this product easy to install and is out of the way when pedaling. well constructed i would recommend.
4.0 out of 5 stars,wired spot
4.0 out of 5 stars,"works fine but covers up one of my bottle holders, but nice place to store stuff in and can open without taking it off."
5.0 out of 5 stars,i received the product on time and it is great. i like the storage space and protection it provides for my bike emergency supplies and mobile phone. it is a little larger than expected but ok.
5.0 out of 5 stars,mounts easily. holds a lot. stays out of the way. i’ve tried many different frame mount bags. under seat. handlebars. this one is the best.
5.0 out of 5 stars,"just right! i have a very heavy, thick, fairly long chain for the mastiff lock. it fits nicely in this bag and carries well. it doesn't have to go into my panniers and sag the bags nor slide off the trunk pack."
5.0 out of 5 stars,"great! just as the picture shows, it’s perfect to have just a little storage on your bike."
5.0 out of 5 stars,"nice bag, easy access. the only thing i did was cut the velcro tab a bit so it would not overlay."
4.0 out of 5 stars,"wasn't quite sure about thia bag. i have had panniers,front bags, trunk baga and l didn't want to lose a water bottle cage but l put thls on my hybrid and l never go more that 50 miles so it's perfect for me."
4.0 out of 5 stars,very well made and easy to remove. the sturdy zipper allows me to keep my cell phone wallet and keys in easy reach. i like that it is nice and bright. would buy again
5.0 out of 5 stars,holds everything i need for a long ride.
5.0 out of 5 stars,great small bag for extra storage space. does the job easy to put on your bike.
1.0 out of 5 stars,fell apart first day awful product
5.0 out of 5 stars,product meets expectations and was delivered on-time. bag is made of sturdy materials and attaches to bike frame well.
4.0 out of 5 stars,i had for more storage space
5.0 out of 5 stars,"good quality for the price. the red color is more of a burnt orange. but i care too much about colors anyways.would recommend, really useful item."
5.0 out of 5 stars,just what my son wanted for one of his bikes. just enough room for everything he needs plus totally fits perfectly on his bike with interfering with riding it.
4.0 out of 5 stars,"bag came with inner pocket torn. appart from this, bag is fine and roomy"
5.0 out of 5 stars,really like
5.0 out of 5 stars,was a gift to my husband for christmas. he rides every weekend and thinks this storage bag is perfect to keep his id and debit card in rather than putting it in his pocket. much safer in this bag he likes it a lot
5.0 out of 5 stars,great straps on very securely.the straps need to be not contacting any brake or shifter cables
3.0 out of 5 stars,it won’t fit my bike due to the design of it. no worries-using it in my husbands bike now
5.0 out of 5 stars,everything looked as expected. pouch seems durable and fits well. no complaints. now only time will tell to see how long it holds up.
5.0 out of 5 stars,"fits on the frame nicely. good quality with interior mesh storage pocket for holding those items (keys, money) that you want to stay securely out of the way."
5.0 out of 5 stars,"good storage for extra tubes, co2 inflator, sun glasses. i did have to burn a few lose nylon strings, but none have reappeared after several months of riding"
5.0 out of 5 stars,great
3.0 out of 5 stars,"i loved this bag, but one of the straps ripped all the way off the bag within a year of use."
5.0 out of 5 stars,this is a great bag! fits nice. holds tight. it's out of your way.
5.0 out of 5 stars,"at last i have found and in frame bicycle bag which is well enough made that it doesn't bulge and touch one's legs. it is simple, and well-made. it opens with a single long zipper to a single compartment with a side pocket inside."
5.0 out of 5 stars,excelente producto
5.0 out of 5 stars,price and look
5.0 out of 5 stars,"for me, a good bag in an out of the way place. holds everything i need to carry. nice. no more fanny packs here!"
5.0 out of 5 stars,good size. seems like good quality. easy to set up.
4.0 out of 5 stars,"nice pouch, enough space for some tools , an inner and cash. only reason i fave it 4 stars instead of 5 is the mybike has larger dia tubes and the velcro isn't long enough soineeded to buy an extension"
5.0 out of 5 stars,great durable bag. just the right size needed to carry the items when bike riding.
5.0 out of 5 stars,i have used this storage bag on my specialized crossroads bike for two weeks and it fits perfectly. lots of room for my keys and emergency kit.
5.0 out of 5 stars,i was so pumped to have a bag large enough to fit my tools and an iphone xr with an otter case (literally as big as a brick) on my bike frame... bummed out that my bike was stolen with all my goodies just 2 days ago. when i can i’ll make sure to get me another bag since it definitely met my commuting needs!! highly recommend this bag ohhh and it zips very easlily.. easy access while riding your bike
5.0 out of 5 stars,"perfect size for what i needed, careful not to over-stuff it or your legs will rub across it."
1.0 out of 5 stars,we got this and the giro revel helmet to try. no competition. this helmet feels and fits aweful. go with the giro helmet instead--it's a million times better!
5.0 out of 5 stars,easy to install and remove when i need to carry the bike on my car.
5.0 out of 5 stars,it’s does what it’s supposed to do. it is a little big and gets in the way of the water bottle but i worked it out and it’s fine.
5.0 out of 5 stars,good capacity. straps are long enough for big frames and easily trimmed for small.
5.0 out of 5 stars,i have only had this a couple of weeks but its working good. it was easy to attach and it holds my stuff.
4.0 out of 5 stars,"i ordered two, one for each of my grandsons as part of their christmas gifts. when i asked them if they liked them and if they thought they'd be useful, each of the boys yes, they would most likely use their bike storage bag."
5.0 out of 5 stars,"this bike bag is a perfect addition to any bike. it secures easily and holds everything you might need: keys, sunglasses, phone, etc. plus it is small enough to not get in the way. i highly recommend this bike accessory!"
1.0 out of 5 stars,"if you like to hit trails on a mountain bike that has rough terrain, this is not the product for you. after only 5 rides the velcro straps all ripped. i could see this being a great product for road bikes. love how much it can carry. i bought the product 07.08.19 didn't even make it to two months!"
1.0 out of 5 stars,product description and photos are deceiving. i would not buy this product again.
1.0 out of 5 stars,"should sent back, flimsy and not made well!"
5.0 out of 5 stars,perfect fit on my bike
4.0 out of 5 stars,the bag is fine. i’m very disappointed that the seller shipped the wrong color. it was purchased for a gift and i didn’t have time to return it.
5.0 out of 5 stars,fits under the seat attached to the vertical and horizontal tubes.
5.0 out of 5 stars,gets the job done
5.0 out of 5 stars,i carry a 3x5 usa flag in my trailer. i didn't want the flag to be just stored away. this was the best bag i could find that would fit the flag as a case.
5.0 out of 5 stars,i love this pouch. it’s secured on the bike. the size is great and meets all my needs when riding my bike. love it.
3.0 out of 5 stars,*look at the sizing and measure the space on your bike* i am a small woman and i don't have a large bike and it's too big for my bike. i don't have enough space for it to fit between the top rail and the bottom rail.
5.0 out of 5 stars,"great little pouch for carrying your phone, keys and tools. comes on nice colors and fits my bike well."
5.0 out of 5 stars,"she wanted a bag big enough to carry her phone, keys, id and her pistol. works great!"
1.0 out of 5 stars,i bought this bike storage bag for my granddaughter to carry her phone while biking. she had it only a short time when it ripped open just below the top seam. very disappointed in the product's lack of durability.
4.0 out of 5 stars,it is exactly as it looks. works for me but i wish the compartments were a bit sturdier but that is not necessary.
5.0 out of 5 stars,love it . easy to install. product as described
5.0 out of 5 stars,"compact yet plenty of room for cell phone cash, etc. also blends with contour of cycle."
2.0 out of 5 stars,"will not work on bikes designed for women, my wife and i tried to secure this pouch on her bicycle. could not find a way to secure or modify in any way."
5.0 out of 5 stars,"a great bike storage bag. perfect for on the go, not on the way of biking."
5.0 out of 5 stars,"it’s too small for me sometimes but i picked the size so that’s on me, it’s good otherwise, very handy."
5.0 out of 5 stars,"plenty of space for snacks, sunglasses, keys, cell phone, and a few tools. pretty well constructed. the straps could be a bit longer, but everything is secure."
5.0 out of 5 stars,one of the buckles snapped when i was tightening the bag to my bike. no hassle replacement in days. in fact they responded over a weekend. 125% customer satisfaction. great service.
5.0 out of 5 stars,"great for keys, wallet and bike wrench. lots of space and out of the way."
5.0 out of 5 stars,this works well with my husbands bike. it fits his iphone 8 plus and the car fob & keys . we are pleased with this purchase
1.0 out of 5 stars,this product get it broke when i was installing it.so this product no good
5.0 out of 5 stars,"works good , east to install."
5.0 out of 5 stars,"good size , we’ll built, zippers off center to allow easy access"
5.0 out of 5 stars,larger than expected and mounts tightly. works well on my mountain bike.
3.0 out of 5 stars,"does what it is supposed to but wouldnt hurt if the velcro straps were a bit longer, the upper tube on my cruiser is bigger and thus needed an extension."
5.0 out of 5 stars,this is a great bag. it is exactly what i expected.
5.0 out of 5 stars,"easy to install, sturdy travel bag for bicycle."
5.0 out of 5 stars,"it is actually too big for my bike, but great for the things i need it to carry, including my gun, phone and diabetic snacks. i haven't tried the water resistance yet."
5.0 out of 5 stars,"appears well made but a bit larger than i thought. then again, rather it be bigger than smaller."
5.0 out of 5 stars,good design and well made. if you have a water bottle it blocks the left side but it still works.
4.0 out of 5 stars,good storage and good in water fits on all normal bikes
4.0 out of 5 stars,"for my particular bike frame, which is an electronic bike this product does not fit. this is not a negative nor positive review. just a ""did not work for me"" review!"
5.0 out of 5 stars,my bike loves this fits extremely well and allows me to carry the tools that i might need on the road. better than anything walmart or other like stores offer.
2.0 out of 5 stars,"after about 600 miles, one of the three straps completely detached, and a second one is almost completely detached. i was carrying an usb battery, keys, and a wallet."
5.0 out of 5 stars,"so great! i love the extra storage. this can fit a large phone, keys and a few tall boy cand ;) love it"
5.0 out of 5 stars,haven't gotten the bike yet for these accessories i bought but they are nice good quality and attractive.i expect they will function as needed. fast shipping.
5.0 out of 5 stars,everything fits here for emergency’s! good zipper and material. bigger than we thought it would be.
1.0 out of 5 stars,the strap that holds the bag to the big tore from the bag after 2 rides. i don't recommend.
5.0 out of 5 stars,this fit my trek frame just fine and now i have a place fro my wallet and keys and don't have to use a backpack.
5.0 out of 5 stars,"just what i needed. easy to install, large enough to hold what i want, wallet, keys and cell, and not too big to look silly."
5.0 out of 5 stars,"the bag fits perfectly on my bike and is never in the way. there is enough room to hold my bike lock, repair kit, and keys while i'm riding. everything remains secure while i'm riding."
5.0 out of 5 stars,"this is a great product. it is out of the way and, unlike many under the seat pouches, will not pick up road dirt and/or rub against the rear tire. also roomy. phone, locking cable, etc., all fit."
5.0 out of 5 stars,product is exactly as described. perfect size for your bike it doesn’t get in your way. seller was above and beyond! messaged me several time to make sure i was fully satisfied.
5.0 out of 5 stars,great quality with a lot of room. i like the mesh pocket inside.
5.0 out of 5 stars,every thing is great
5.0 out of 5 stars,"waterproof, great size design and assorted color s to match your bike"
5.0 out of 5 stars,perfect for my heavy cable locks!!
5.0 out of 5 stars,this pouch is great for keeping small tools and my wallet/phone secure while i bike around town. i hate having to sit on my wallet or having my cell phone bounce around in my pocket when i ride over to a local store or event.
5.0 out of 5 stars,perfect size !!!
5.0 out of 5 stars,it's what i wanted. and it's bigger then i thought it would be. (bonus!)
5.0 out of 5 stars,perfect size. does not interfere with pedaling at all. holds my wallet and a small emergency tool kit. exactly what i wanted.
5.0 out of 5 stars,great little gizmofits perfect and my leg doesn’t hit it at all. great for carrying small items like my glasses and spare shades
5.0 out of 5 stars,"fits a bunch of stuff, wrenches, a small pump, bug spray, sunscreen, keys!"
4.0 out of 5 stars,"would have received 5 stars, but with both of my purchases, the zipper kinda catches around the turn.....that's it. for the price, its a deal."
4.0 out of 5 stars,"fits a water bottle, small tools, phone, or other accessories. decent material seems durable"
4.0 out of 5 stars,zipper sticks.
5.0 out of 5 stars,very impressed does exactly what it's supposed to i would ride my bicycle to work in this is where i kept my keys my phone things of that nature thanks amazon you're the best
5.0 out of 5 stars,great product. unfortunately it was too large to fit on my wife's bike.
5.0 out of 5 stars,nice bag but didn't fit on my bike so gay to a freind
2.0 out of 5 stars,the shape and storage was great but only on my second ride the straps started too tear.
5.0 out of 5 stars,fits securely right near the water bottle and doesn’t get in the way while riding. i didn’t rate the water resistance because i don’t ride in inclement weather and i rated the security 3/5 because it’s not meant to leave valuables in while your bike is unattended in public.
5.0 out of 5 stars,this product deserves a good review. i really wanted something to carry my phone and keys and wound up getting more room than i thought.
5.0 out of 5 stars,love this thing. fits everything and is completely out of the way
5.0 out of 5 stars,easy to attach on bike. good storage for essentials.
5.0 out of 5 stars,"great quality bag, fits perfect on bicycle frame, lots of space for spare tubes and tools."
5.0 out of 5 stars,"great fit to my bike won't bother your legs as your ride. i got the grey bag and looks great. it has good enough space to handle keys, and phone with plenty of space left."
2.0 out of 5 stars,i like the product but i am very disappointed because the inside lining came broken.
5.0 out of 5 stars,nice quality & universal fit on any bike
3.0 out of 5 stars,it didn't fit like i hopped. if you put bike tools they clang and bang around. it gets in the way of the water bottle cage. you can only use one water bottle cage on your bike with this product.
5.0 out of 5 stars,"the storage pouch fits a phone, sunglasses, keys and more. highly recommend."
5.0 out of 5 stars,"fits perfect. large enough to small tool kit, phone, snacks, and a personal security item..."
1.0 out of 5 stars,poorly made product. the material is very cheap. and the plastic strap holder broke off immediately when trying to strap it to my bike... don't buy this crap.
2.0 out of 5 stars,"bag is cheap and straps are too long. it was just good enough not to return, but not by much."
5.0 out of 5 stars,this product just what i needed it to do and what it promised it would! i also love the netting on the inside to keep my small/more fragile things separate from getting lost amongst the larger ones.
3.0 out of 5 stars,i have a note 8 and it fits easily. the problem i have is the bag zips where it attaches to the frame and can be difficult to open. the velcro may rip and could use reenforcing.
5.0 out of 5 stars,fits nicely and provides adequate space for storing items. nice quality and should last for years
5.0 out of 5 stars,perfect size for what i need to carry.
4.0 out of 5 stars,"larger than what it looks like in the photo. will honestly not be using this. but it doesn’t it’s purpose, 4 stars"
5.0 out of 5 stars,i own one of these before this seems a little better made! and not so long.
4.0 out of 5 stars,this bike bag came as specified and fit my bike well. i like the size and it's room. holds more then my under seat bag. i don't notice it's even there while riding. seem to be made well it has been durable and functional for me and a good value.
5.0 out of 5 stars,this bike bag should last a long time. i have only had it a short time but it appears to be built to last.
5.0 out of 5 stars,worked out really well.
5.0 out of 5 stars,"this fit my bike nice, lots of room for my phone and keys. easy to install, took 5 minutes if that, easy to take off the bike and carry with you if needed."
5.0 out of 5 stars,"love having this, i use it to put my cellphone and keys in when i ride. works great with my mountain bike and it doesn't interfere with anything for me."
2.0 out of 5 stars,"the installation is difficult because the velcro was too long, and did not hold properly. also, the inside storage is not awkward (doe not keep things organized) and doesn't hold a lot of things. finally, because of the two above things, the velcro eventually tore off the bag, and i can no longer use it."
5.0 out of 5 stars,"this is a great item. it can hold my 6"" phone as well as my keys, portable bicycle pump, and assorted cords with room to spare. it mounts really easy: just velcro three straps onto the frame of your bicycle and you're all set. located at the top forward-most end, zipper placement is great. overall, this is a great little accessory for your bicycle at an affordable price!"
5.0 out of 5 stars,not sure why asks if easy to drink from it's not a bottle. fits bike will. easy to secure
5.0 out of 5 stars,"great bike pouch, fits all my essential items. it does not interfere with my water bottle. 100% recommend!!!"
5.0 out of 5 stars,"it’s great for what it is, but it doesn’t fit a woman’s bike very well."
5.0 out of 5 stars,"i am able to fit my phone, keys, a couple stinger chews, with room to spare. the pouch feels very secure to my bike and does not get in the way at all. during a downpour, my things stayed completely dry. 5/5"
5.0 out of 5 stars,"super easy to install and remove. looks good and very handy to keep lock, a few tools etc. within easy reach. seems well made and good value."
5.0 out of 5 stars,"great bag. i was able to carry my phone and small wallet with me, and still had room left over. seems to be of good sturdy material. i would recommend this product."
5.0 out of 5 stars,"i used it to carry ,phone,tubes,cycling tools&gels"
5.0 out of 5 stars,"this fits great. sturdy, easy to install with velcro straps."
5.0 out of 5 stars,works very well i am super happy. great price and fairly fast shipping. a+
2.0 out of 5 stars,"simply, not a durable construction."
5.0 out of 5 stars,"haven't had a chance to use it yet, but it looks like it will fill the bill quite nicely."
5.0 out of 5 stars,this is great fits perfect on my bike plenty of room for storage i would recommend to anyone.
1.0 out of 5 stars,"one strap broke on the first ride, while riding on the road, with no excessive bumps or vibrations (see attached picture). don't know if mine was defective, but it did not last one ride."
5.0 out of 5 stars,as described
5.0 out of 5 stars,"good value; able to place two bottles in standard positions on frame by installing upside down (but must be careful when opening; contents easily fall out, as this places the opening on the bottom of the container)."
5.0 out of 5 stars,"use it all the time! durable, dependable and looks great too!"
5.0 out of 5 stars,this is genius. simply attach to the bike and you have a great carrier for your cell phone and keys. perfect product.
5.0 out of 5 stars,straps are easy to install. i trimmed the excess otherwise it was in the way of the zipper.
5.0 out of 5 stars,great items at great prices
5.0 out of 5 stars,works great and it fits my phone. have a galaxy 8 plus.
5.0 out of 5 stars,it's a nice bag. it carries a heavy bike lock and has never given out on me
5.0 out of 5 stars,so useful! good quality and nice price. it's filled with sugary snacks and cigars for my long rides.
3.0 out of 5 stars,mmmmm. got stolen in one minute
5.0 out of 5 stars,great convenient little pouch. as described in advertisement.
2.0 out of 5 stars,i removed itremoved it because it interferes with the bike rack on the car
5.0 out of 5 stars,"very cool, love the shape and ease of putting on bike"
5.0 out of 5 stars,"bag looks good, and have good space inside too. but i ended up returning mine because it doesn't fit with the water bottle holder."
5.0 out of 5 stars,nests up into the frame like it was part of it. holds the gear i need. most useful.
5.0 out of 5 stars,works perfect for my needs
5.0 out of 5 stars,this bag is pretty big and rugged. very secure with 3 velcro straps.looks great on my mountain bike. i love it!!!
5.0 out of 5 stars,big enough for my portable tire pump.
5.0 out of 5 stars,"i've been using this bag for almost 2 weeks now, and so far i have not been dissapointed. first of all the price is excellent and inexpensive so you're getting a great trade for your money. the bag itself comes in 2 sizes, i got the smaller one because as you can see in the pictures, i also have a water bottle attached to the frame. for reference i have a 29"" wheel with a 21""frame trek marlin 6.although it is the smaller bag, it still has alot of room in it for my 2 wallets, portable puncture repair kit, mini tool kit, battery bank, that still leaves some room. plus thanks to its 3 point strap attachment, rest assured that it will not be coming loose or wobbling even on dirt trails."
5.0 out of 5 stars,"works very well. stores a lot, but doesn't interfere with your legs."
1.0 out of 5 stars,"came with no straps to hold my bike...i checked in side,out side... this is joke!!! ???"
5.0 out of 5 stars,good bike bag.
5.0 out of 5 stars,"does exactly what it is supposed to. i find this size to be perfect as it holds my cellphone, car keys and still has little space for protein bars or a small snack!"
5.0 out of 5 stars,"works really well, sticks perfectly, very convenient."
5.0 out of 5 stars,perfect! fast shipment and packaging. worked as intended.
5.0 out of 5 stars,great cheap bike bag. handy. stays out of the way. haven’t tested how waterproof but really convenient.
5.0 out of 5 stars,great for emptying pockets. no more keys ect.
5.0 out of 5 stars,"it's a great pouch. it feels secure on my bike and holds my wallet, phone, keys, etc... happy with the product."
5.0 out of 5 stars,nice little bargain bag
5.0 out of 5 stars,awesome bag for my phone and wallet and still room for other stuff if needed. rugged material and zippers.
5.0 out of 5 stars,"it's the perfect size to carry my keys, phone, and some other items, without getting in the way!"
4.0 out of 5 stars,"cute bag at a great price. i ordered the smaller size. returned it, as it only works on a man’s bike. i have a ladies trek,no middle bar."
5.0 out of 5 stars,maybe hard to arrange things due to triangular form
5.0 out of 5 stars,is is a bit larger than i was expecting and will have a better sense once i ride more. i am hoping it doesn't get in the way of my leg while pedaling.
2.0 out of 5 stars,zipper is on bottom of bag..if you open it your stuff just falls out. returned.
4.0 out of 5 stars,"product has a mesh pouch that runs the length of the inside that's great to hold your gear. i keep a spare tire tube, small co2 inflator and have room for two wallets and two phones. the zipper doesn't come loose while riding.i haven't had any exposure to rain/water while riding with it yet, but with the material i don't see much of an issue."
4.0 out of 5 stars,this is what i expected and i'm happy it is working well.
5.0 out of 5 stars,good size. holds a lot of stuff. it does not get in the way while riding.
5.0 out of 5 stars,"excellent product, ideal for carrying stuff on a day long cycling. strong so and durable fabric"
5.0 out of 5 stars,purchased for my son. he is very happy with the storage bag and can't wait for better weather to be out and around on his bike. compact and fits bike without being bulky.
5.0 out of 5 stars,"convenient way to store my phone, snacks, and spare inner tube. buy it."
3.0 out of 5 stars,"the material is not so durable. reffering to the stitches. some parts have some overruns. and when you zip it, it's not so easily zip in to close."
5.0 out of 5 stars,"loads of storage space. i go on lengthy bike rides with the family. i normally pack my personal phone, work phone, sub compact glock, wallet, credentials, badge, and jeep keys. zips up tight but it all fits and doesn’t seem to budge while riding. would definitely recommend."
1.0 out of 5 stars,this bag has loose strings all over it. terrible craftsmanship.
5.0 out of 5 stars,fits perfect and loads from the top. totally out of the way.
5.0 out of 5 stars,"this is a great bag, and the color matches my bike!"
5.0 out of 5 stars,i needed somewhere for my phone and wallet. this is conventient and out of the way. good purchase!
2.0 out of 5 stars,"not at all water resistant-ran water over it for a minute, pooled inside the bag."
4.0 out of 5 stars,"fits nicely on my road bike. roomy, fits my rain gear. i run a cable to my cell phone with the battery charger in the bag. the only issue is that it takes up space where my water bottle sits."
4.0 out of 5 stars,"so far i like it. i haven't given it the official road test as of yet, but i have not doubt it will be fine. a little difficult to attach to my bike frame, but that had more to do with the construction of the frame than the product."
5.0 out of 5 stars,"i bought this on an impulse and wasn't sure if it would suit my needs - but it has become something i can't ride without! i keep my keys, money, etc. in it. easy on/off for every trip and for stops along the way. love it. it's much bigger than i expected which was a bonus!"
5.0 out of 5 stars,it works great for me. quite spacious too
5.0 out of 5 stars,this bag can store a lot and if you want to keep the threads strong all you have to do is put a light layer or super glue to prevent any fraying.
5.0 out of 5 stars,for what it is.. it’s a great product for storage and staying out of the way.
4.0 out of 5 stars,"we are really happy with this speedometer/odometer. it was easy to install- the instructions were clear but didn't really need them. the display is a nice size and it's easy to toggle between the different modes. all we're really interested in is the current speed, time, and odometer- and those are readily displayed. a little sensitive on getting the gap between the magnet and the receiver but once i got it set it works fine."
2.0 out of 5 stars,i carry 2 water bottles but this bag won’t allow it any longer because it takes up the space.
5.0 out of 5 stars,"my son loves this! it keeps his phone from falling while he rides wheelies and does combos - he is very happy with it. don’t know about the water resistance (yet), but it looks like it will be good."
5.0 out of 5 stars,tucks nicely under frame out of way amd attaches sturdily great for phones money etc
5.0 out of 5 stars,i have no issues with the bag. i fill it with tools for the ride and it holds a handful of wrenches and other tools no problem at all. it was a little large for my son's bike so in his case the one i ordered for him was installed on the handlebars and that worked out really well.
5.0 out of 5 stars,this bag fit perfectly on my bike. well constructred - heavy duty. well worth it!
5.0 out of 5 stars,"it's a little big, but very good pouch."
5.0 out of 5 stars,feels durable and has plenty of room for my spare and tools.
3.0 out of 5 stars,could not use it interfered with bike rack on my vehicle. i did not want to remove it every time i transported the bike
5.0 out of 5 stars,good product
5.0 out of 5 stars,"fantastic little bag, really clean profile and not bulky. happy so far!"
5.0 out of 5 stars,fits my phone and keys nicely. tucks good under the seat on the frame and doesn't interfere with peddling.
4.0 out of 5 stars,works well for my hybred bike. stores my large phone and stuff
5.0 out of 5 stars,easy to install. easy to use. seems sturdy and holds stuff. what more could you want?
5.0 out of 5 stars,"carries my phones, my house keys, etc with ease. well constructed. well worth the price."
5.0 out of 5 stars,straps on easy and does what it’s supposed to do.
4.0 out of 5 stars,doesn’t work if you have a water bottle. my husband ended up using instead since he doesn’t have a water bottle holder on his bike.
5.0 out of 5 stars,"i wasn't expecting much at this price, but it's awesome. glad i got it."
5.0 out of 5 stars,works perfectly for the purpose of storing your belongings.
5.0 out of 5 stars,very nice
5.0 out of 5 stars,"so perfect! holds my psych kit, phone and wallet,"
5.0 out of 5 stars,good value for the money. nicely made. happy customer.
4.0 out of 5 stars,easy to install
2.0 out of 5 stars,"i returned it. it was ok, but not what i really wanted. i replaced with a bag that fit behind the seat."
5.0 out of 5 stars,"bought this carry bag for my road bike. carries tube, wrench, inflator, phone, etc. good quality. right price. would definitely buy again."
5.0 out of 5 stars,"received quickly and in good condition. for the price, you can't beat this bag. good quality and fit perfect, plus holds a lot."
5.0 out of 5 stars,fit like it should and works fine
5.0 out of 5 stars,use it on my specialized. easy to get into and holds a lot.
5.0 out of 5 stars,this is a very nice bag that fits snugly into my bike frame and doesn't infringe upon my cycling cadence. i highly recommend it as a bike on emergency tool storage compartment.
5.0 out of 5 stars,this item was purchased as a gift for someone. he loves it and uses it for his phone and keys at this point. fits the bike perfectly
2.0 out of 5 stars,"not sturdy ,one season use"
5.0 out of 5 stars,lots of room and holds onto bike well.
5.0 out of 5 stars,all 3 bags purchased arrived in 1 day and are going to be great next summer !
5.0 out of 5 stars,"perfect carryall, easy to install."
5.0 out of 5 stars,bag nice addition to my bike. my water-bottle fits below bag.
4.0 out of 5 stars,"easy to attach, seems fairly durable. don't use it all the time but it does come in handy when i don't want to use a full backpack."
5.0 out of 5 stars,frame straps are very large. i suggest trimming the down once you find your fit on your bike.
5.0 out of 5 stars,"this bag is very spacious, i use it for my bike lock and multi tool. it stays secured at all times during my ride, i highly recommend it."
5.0 out of 5 stars,if you work very well with you all the equipment i have to carry and no interference with my pedaling.
5.0 out of 5 stars,bought two and both work great
4.0 out of 5 stars,works good
5.0 out of 5 stars,"it’s a great little bag to store my phone, keys and bike lock in when i head out for a ride. and i like the purple one!"
1.0 out of 5 stars,bought little over month ago. one of the straps that attaches to bike frame just got torn. little disappointed.
5.0 out of 5 stars,this was perfect for my bat caddie x4r. i needed something to put my phone and snacks in. i would definitely recommend this to everyone with a bike or golf caddie!!
5.0 out of 5 stars,i was looking for a bag that held my phone and a few other accessories while biking. this was the perfect answer! well made and holds more than i thought!
5.0 out of 5 stars,lots of room for things you might want to take along
5.0 out of 5 stars,good value. easy reach for my cell phone and various dog repellants.
5.0 out of 5 stars,nice heavy durable material. only issue is that it is a little to tall and i can't use the second water bottle holder.
5.0 out of 5 stars,"i bought this for my pedego bike and it gets the job done. a great pouch to hold the garage remote, keys, and a wallet with plenty of room to spare. a good product."
1.0 out of 5 stars,"very poor material.....first week on my bmx bike one of the plastic clips holding the strap broke and the bag developed a hole after having simple tools for the bike stored, none of which had sharp edges!"
5.0 out of 5 stars,great
5.0 out of 5 stars,worked great got the controller and wiring hidden. just right for this project.
5.0 out of 5 stars,"well made, works good."
3.0 out of 5 stars,"not what i was looking for, may be fine on bike but wanted as gun case"
5.0 out of 5 stars,this bag works perfectly for my needs. i cycle over 350 miles a week & have several essentials i always have on hand. this bag works perfectly for that.
5.0 out of 5 stars,it looks nice. mounts nice. it's out of the way. holds what i want it to hold. i've only had it a week. will make a more thorough review after a few months.
3.0 out of 5 stars,"i didnt likehow thin the material is ... and my dog chewed it up in like 3.4 seconds , it must have came with and suprize gift of puppy treats..."
5.0 out of 5 stars,it is exactly what i needed and more.
4.0 out of 5 stars,first one i received had the velcro strap sewn into the seat making it unusable.
5.0 out of 5 stars,perfect for wallet and phone and such.
5.0 out of 5 stars,"nice little bag, no complaints."
4.0 out of 5 stars,it’s a good bag. the only i have is that it doesn’t fit properly since i also have the water bottle holder. but have managed to get it to work.
5.0 out of 5 stars,"this item is larger than what i was anticipating, which made me very happy. the fabric is very durable and water resistant."
5.0 out of 5 stars,"this bag fits perfectly in all my bikes, it’s is spacious and made with durable fabric. it’s so spacious that i was able to fit an extra water bottle along with the emergency repair kit including an extra tube."
5.0 out of 5 stars,"perfect storage space for my wallet, energy bars, etc... took it on a 350 mile bike trip on rail trails- no issues! awesome for the price!"
4.0 out of 5 stars,jut okay
4.0 out of 5 stars,"good bag. i was heart broken that it was too big for my bike. it interfered with my water bottle holder. otherwise, it would have been perfect"
